student_id,lecture_watch_pct,checklist_pct,attended_live_class,attended_group_discussion,qa_participation_pct,dropout,recommended_activities
S294_D1,70,42,0,1,28,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S461_D1,53,50,0,0,32,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S185_D1,66,22,1,1,44,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S384_D0,79,92,1,1,81,0,"Good Job, You did Well in the Week. Keep the momentum"
S457_D1,50,24,0,0,43,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S252_D1,63,47,0,0,30,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S258_D0,77,82,0,0,77,0,Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S039_D1,49,44,0,0,32,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S336_D0,83,82,1,1,86,0,"Good Job, You did Well in the Week. Keep the momentum"
S016_D0,79,89,0,0,74,0,Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S325_D0,74,74,1,0,66,0,Join group discussions to improve collaboration and communication skills.
S259_D1,70,53,0,0,15,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S223_D0,91,65,1,1,84,0,Make sure to complete all checklist items to stay on track.
S180_D0,100,95,1,0,76,0,Join group discussions to improve collaboration and communication skills.
S484_D1,47,52,0,0,55,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S023_D0,85,72,1,1,51,0,Participate more in Q&A to clarify doubts and boost retention.
S357_D0,84,70,1,1,77,0,"Good Job, You did Well in the Week. Keep the momentum"
S167_D1,48,50,0,1,35,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S362_D1,28,36,1,0,41,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S341_D0,76,79,1,1,57,0,Participate more in Q&A to clarify doubts and boost retention.
S432_D0,70,100,0,1,74,0,Attend live classes to get real-time support and stay engaged.
S052_D1,50,64,0,1,54,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S334_D1,70,64,0,0,34,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S204_D0,95,65,0,1,81,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.
S131_D1,58,42,0,0,24,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S094_D0,81,84,1,0,62,0,Join group discussions to improve collaboration and communication skills.
S059_D1,20,47,1,0,34,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S069_D0,88,65,1,0,90,0,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.
S123_D1,62,39,0,0,37,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S285_D0,100,86,1,1,89,0,"Good Job, You did Well in the Week. Keep the momentum"
S345_D1,54,43,0,0,50,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S435_D0,100,85,1,0,69,0,Join group discussions to improve collaboration and communication skills.
S154_D0,87,66,1,1,76,0,Make sure to complete all checklist items to stay on track.
S076_D0,93,65,1,1,87,0,Make sure to complete all checklist items to stay on track.
S231_D1,51,26,0,0,32,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S447_D0,88,65,1,1,50,0,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S189_D0,76,88,1,1,74,0,"Good Job, You did Well in the Week. Keep the momentum"
S272_D0,70,73,1,1,88,0,"Good Job, You did Well in the Week. Keep the momentum"
S237_D0,70,83,1,1,95,0,"Good Job, You did Well in the Week. Keep the momentum"
S488_D0,74,90,1,1,75,0,"Good Job, You did Well in the Week. Keep the momentum"
S118_D0,73,88,1,1,80,0,"Good Job, You did Well in the Week. Keep the momentum"
S444_D1,42,44,0,1,47,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S013_D1,59,40,0,1,21,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S326_D1,32,41,1,0,39,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S092_D1,30,36,0,1,26,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S127_D0,75,68,1,1,84,0,Make sure to complete all checklist items to stay on track.
S117_D0,84,81,1,0,92,0,Join group discussions to improve collaboration and communication skills.
S474_D0,98,72,1,1,77,0,"Good Job, You did Well in the Week. Keep the momentum"
S194_D1,60,47,0,1,28,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S058_D0,81,74,1,0,76,0,Join group discussions to improve collaboration and communication skills.
S364_D1,63,34,0,0,37,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S413_D1,59,40,1,0,39,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S370_D0,77,100,0,0,65,0,Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S269_D0,80,72,0,1,54,0,Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S047_D0,80,86,0,1,89,0,Attend live classes to get real-time support and stay engaged.
S350_D0,82,73,1,0,66,0,Join group discussions to improve collaboration and communication skills.
S196_D0,88,76,1,1,54,0,Participate more in Q&A to clarify doubts and boost retention.
S500_D1,44,63,1,1,56,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S335_D1,60,39,1,0,22,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S237_D1,55,40,0,0,30,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S264_D0,74,78,0,1,77,0,Attend live classes to get real-time support and stay engaged.
S444_D0,84,78,1,1,90,0,"Good Job, You did Well in the Week. Keep the momentum"
S176_D1,61,37,0,1,21,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S305_D0,84,74,1,0,79,0,Join group discussions to improve collaboration and communication skills.
S342_D0,87,88,1,0,91,0,Join group discussions to improve collaboration and communication skills.
S467_D1,43,52,1,0,39,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S150_D0,87,88,1,1,52,0,Participate more in Q&A to clarify doubts and boost retention.
S125_D0,90,99,1,1,100,0,"Good Job, You did Well in the Week. Keep the momentum"
S287_D1,45,47,1,0,27,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S051_D0,88,81,1,1,57,0,Participate more in Q&A to clarify doubts and boost retention.
S354_D0,83,94,1,0,52,0,Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S428_D1,29,63,0,0,39,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S143_D0,70,76,1,1,91,0,"Good Job, You did Well in the Week. Keep the momentum"
S471_D0,82,81,1,1,88,0,"Good Job, You did Well in the Week. Keep the momentum"
S400_D0,97,70,1,1,98,0,"Good Job, You did Well in the Week. Keep the momentum"
S126_D1,70,49,0,1,23,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S321_D0,85,73,0,1,61,0,Attend live classes to get real-time support and stay engaged.
S020_D0,70,89,1,0,51,0,Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S310_D1,20,60,0,0,17,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S291_D1,70,54,1,0,26,1,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S309_D1,62,34,1,0,26,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S408_D0,83,88,1,1,54,0,Participate more in Q&A to clarify doubts and boost retention.
S038_D1,70,28,1,0,30,1,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S121_D1,30,40,1,1,5,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S039_D0,71,92,0,0,77,0,Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S176_D0,93,70,1,0,79,0,Join group discussions to improve collaboration and communication skills.
S246_D0,81,71,1,1,60,0,"Good Job, You did Well in the Week. Keep the momentum"
S329_D1,58,49,1,0,33,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S168_D1,39,63,1,0,16,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S255_D1,39,52,0,1,44,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S359_D1,33,50,1,1,49,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S155_D0,87,100,1,1,79,0,"Good Job, You did Well in the Week. Keep the momentum"
S288_D0,90,85,1,0,77,0,Join group discussions to improve collaboration and communication skills.
S103_D1,63,40,1,1,38,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S070_D1,53,38,0,0,33,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S244_D1,33,45,0,0,33,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S018_D0,88,68,0,1,52,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S128_D0,79,78,1,1,82,0,"Good Job, You did Well in the Week. Keep the momentum"
S323_D0,76,100,1,1,70,0,"Good Job, You did Well in the Week. Keep the momentum"
S256_D0,80,100,1,1,68,0,"Good Job, You did Well in the Week. Keep the momentum"
S158_D1,60,42,0,0,20,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S465_D1,70,52,0,0,13,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S191_D0,80,75,1,0,91,0,Join group discussions to improve collaboration and communication skills.
S116_D0,88,81,1,0,69,0,Join group discussions to improve collaboration and communication skills.
S117_D1,41,38,0,0,6,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S107_D1,27,54,0,0,29,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S181_D0,91,88,0,1,72,0,Attend live classes to get real-time support and stay engaged.
S302_D0,79,73,1,1,72,0,"Good Job, You did Well in the Week. Keep the momentum"
S260_D1,56,20,0,0,41,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S213_D1,61,49,0,0,41,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S224_D1,30,39,0,1,18,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S186_D1,70,44,1,0,31,1,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S480_D1,62,65,1,1,39,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S018_D1,53,32,0,0,22,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S485_D1,46,42,0,0,24,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S046_D0,77,70,1,1,78,0,"Good Job, You did Well in the Week. Keep the momentum"
S410_D1,70,22,0,0,28,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S158_D0,89,79,1,0,69,0,Join group discussions to improve collaboration and communication skills.
S352_D1,64,32,1,0,29,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S172_D0,76,65,1,1,100,0,Make sure to complete all checklist items to stay on track.
S017_D0,74,86,1,1,64,0,"Good Job, You did Well in the Week. Keep the momentum"
S012_D1,70,23,1,1,30,1,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S049_D0,88,84,1,0,65,0,Join group discussions to improve collaboration and communication skills.
S472_D1,38,36,1,0,32,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S441_D1,65,34,1,0,39,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S016_D1,35,65,1,0,37,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S453_D1,70,47,0,1,37,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S481_D0,83,89,1,0,50,0,Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S284_D0,72,87,1,0,88,0,Join group discussions to improve collaboration and communication skills.
S219_D1,33,51,1,0,22,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S378_D1,35,36,0,1,38,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S226_D0,95,77,0,1,63,0,Attend live classes to get real-time support and stay engaged.
S027_D0,73,65,0,1,99,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.
S455_D1,56,45,1,0,41,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S438_D0,71,88,1,0,72,0,Join group discussions to improve collaboration and communication skills.
S452_D1,55,29,1,0,28,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S365_D0,91,72,1,1,72,0,"Good Job, You did Well in the Week. Keep the momentum"
S230_D0,91,70,1,1,72,0,"Good Job, You did Well in the Week. Keep the momentum"
S038_D0,70,75,0,0,65,0,Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S466_D1,70,48,0,0,27,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S375_D0,100,79,1,1,58,0,Participate more in Q&A to clarify doubts and boost retention.
S470_D0,79,65,1,1,80,0,Make sure to complete all checklist items to stay on track.
S468_D1,47,57,1,0,42,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S351_D1,52,56,0,0,36,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S205_D1,49,63,0,0,48,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S342_D1,60,60,0,1,8,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S195_D0,86,87,1,0,60,0,Join group discussions to improve collaboration and communication skills.
S355_D1,70,55,1,1,37,1,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S365_D1,36,55,0,0,41,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S004_D1,70,47,0,1,26,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S470_D1,43,46,1,0,34,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S331_D1,38,42,0,0,41,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S080_D1,70,41,1,0,29,1,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S469_D1,48,49,0,1,33,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S163_D0,96,79,1,1,91,0,"Good Job, You did Well in the Week. Keep the momentum"
S409_D1,55,26,1,1,40,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S153_D0,78,76,0,1,91,0,Attend live classes to get real-time support and stay engaged.
S302_D1,46,59,0,1,25,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S494_D1,57,51,1,0,31,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S256_D1,31,46,1,1,37,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S112_D0,84,79,0,1,98,0,Attend live classes to get real-time support and stay engaged.
S227_D0,85,80,1,0,63,0,Join group discussions to improve collaboration and communication skills.
S189_D1,54,55,0,1,38,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S104_D0,76,96,1,0,74,0,Join group discussions to improve collaboration and communication skills.
S422_D0,100,67,1,1,80,0,Make sure to complete all checklist items to stay on track.
S420_D0,85,82,0,1,82,0,Attend live classes to get real-time support and stay engaged.
S251_D1,64,40,0,0,55,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S087_D1,52,19,0,1,29,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S281_D1,35,65,0,1,42,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S173_D1,57,58,0,0,47,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S120_D0,92,82,0,0,81,0,Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S054_D0,91,83,1,1,71,0,"Good Job, You did Well in the Week. Keep the momentum"
S152_D0,88,93,0,1,82,0,Attend live classes to get real-time support and stay engaged.
S404_D0,85,95,1,1,83,0,"Good Job, You did Well in the Week. Keep the momentum"
S446_D1,70,20,0,1,59,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S208_D0,90,100,1,1,85,0,"Good Job, You did Well in the Week. Keep the momentum"
S159_D1,42,48,1,0,52,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S344_D1,42,40,1,0,21,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S263_D1,65,50,0,1,46,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S009_D0,80,80,1,1,78,0,"Good Job, You did Well in the Week. Keep the momentum"
S308_D1,50,50,0,1,30,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S037_D0,87,69,1,1,71,0,Make sure to complete all checklist items to stay on track.
S453_D0,75,65,1,1,68,0,Make sure to complete all checklist items to stay on track.
S152_D1,62,42,0,1,35,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S254_D0,95,92,1,1,50,0,Participate more in Q&A to clarify doubts and boost retention.
S304_D0,91,74,0,1,96,0,Attend live classes to get real-time support and stay engaged.
